CountryName,CountryCode,Date,C1_School closing,C1_Flag,C1_Notes,C2_Workplace closing,C2_Flag,C2_Notes,C3_Cancel public events,C3_Flag,C3_Notes,C4_Restrictions on gatherings,C4_Flag,C4_Notes,C5_Close public transport,C5_Flag,C5_Notes,C6_Stay at home requirements,C6_Flag,C6_Notes,C7_Restrictions on internal movement,C7_Flag,C7_Notes,C8_International travel controls,C8_Notes,E1_Income support,E1_Flag,E1_Notes,E2_Debt/contract relief,E2_Notes,E3_Fiscal measures,E3_Notes,E4_International support,E4_Notes,H1_Public information campaigns,H1_Flag,H1_Notes,H2_Testing policy,H2_Notes,H3_Contact tracing,H3_Notes,H4_Emergency investment in healthcare,H4_Notes,H5_Investment in vaccines,H5_Notes,M1_Wildcard,M1_Notes,ConfirmedCases,ConfirmedDeaths,StringencyIndex,StringencyIndexForDisplay,LegacyStringencyIndex,LegacyStringencyIndexForDisplay
Malaysia,MYS,20200324,3,1,,3,1,,2,1,,2,1,,0,,,0,,,2,1,,3,,0,,,0,,0,,0,,2,1,,1,"Patients are classified as ""under investigation for Covid-19 if they meet the following criteria: (1) Acute respiratory infection (sudden onset of respiratory infection with at least one of: shortness of breath, cough or sore throat) with or without Fever; AND (2a) Travelled to / resided in foreign country within 14 days before the onset of illness OR (2b) Close contact1 in 14 days before illness onset with a confirmed case of COVID-19 OR (2c) Attended an event associated with known COVID-19 outbreak [http://www.moh.gov.my/moh/resources/Penerbitan/Garis%20Panduan/COVID19/Annex_1_case_definition_COVID_22032020.pdf]    Health Director-General: Malaysia will double daily testing capacity to 7,000, before stepping that up to 16,500 by the first week of April. “Once we have the capacity ready, we will scale up active case detection, testing, isolation and treatment.” [https://web.archive.org/web/20200406232823/https://www.reuters.com/article/us-health-coronavirus-malaysia/malaysia-steps-up-coronavirus-tests-as-it-braces-for-worst-scenario-idUSKBN21B0GC]",1,"Ministry of Health Guidelines (COVID-19 Management No.5/2020 update on 24 March 2020)  Management Of Closed Contacts of Confirmed Case: Closed contacts of confirmed case were defined as:   a. Health care associated exposure, including providing direct care for COVID19 patients without using appropriate PPE, working with health care  workers infected with COVID-19, visiting patients or staying in the same  close environment of a COVID-19 patient.  b. Working together in close proximity or sharing the same classroom  environment with a with COVID-19 patient  c. Traveling together with COVID-19 patient in any kind of conveyance  d. Living in the same household as a COVID-19 patient  2. Close contacts can be detected through the following activities:  a. Contact tracing by the Rapid Assessment Team (RAT) and the Rapid  Response Team (RRT) on the field;  b. Monitoring of personnel who were in close physical contact to the case or  who were handling the relevant specimens;  c. Health screening at the point of entry (POE)  d. Person who came and declare themselves at either government and private  hospital and clinic  [http://www.moh.gov.my/moh/resources/Penerbitan/Garis%20Panduan/COVID19/Annex_12a_Management_of_Close_Contacts_of_Confirmed_Case_23032020.pdf]",0,,0,,,,1518,14,71.03,71.03,80,80
Namibia,NAM,20200324,3,1,,0,,,2,1,,3,1,,0,,,0,,,0,,,4,Health Minister Kalumbi Shangula announced that travel into Namibia from all countries is banned with immediate effect. See: https://web.archive.org/save/https://www.reuters.com/article/us-health-coronavirus-namibia/namibia-announces-travel-ban-partial-lockdown-after-seventh-coronavirus-case-idUSKBN21B30R,0,,,0,,0,,0,,2,1,,1,,2,,0,,0,,,,699,7,53.57,53.57,54.29,54.29
Niger,NER,20200324,3,1,,0,,,2,1,,3,1,,0,,,,,,0,,,4,,,,,,,0,,,,2,1,,1,,0,,0,,0,,,,2,0,53.57,53.57,54.29,54.29
Nigeria,NGA,20200324,3,1,,1,0,"The Nigerian Government Monday asked all its non-essential workers on Grade Level 12 and below to work from home until further notice as authorities fight to curtail the spread of coronavirus in the country. As a further step to check the spread of COVID-19, all non-essential public servants on grade level 12 and below are to stay and work from home with effect from Tuesday, March 24 until further notice,” Folasade Yemi-Esan, Head of the Civil Service of the Federation, said in a statement.“All other categories of officers, who will be at work, are strongly advised to follow the measures being put in place by the government to curtail the spread of the pandemic, “ she said. Since this applies only to federal workplaces, I rate it as 1T. A shutdown of offices or businesses has not been ordered or recommended. https://web.archive.org/web/20200412232434/https://guardian.ng/news/federal-civil-servant-to-work-from-home-as-nigeria-battles-coronavirus/",2,0,,3,0,,2,0,,1,0,,0,,,3,,0,,,0,,0,,0,,2,1,,1,,2,,0,,0,,,,40,1,57.68,57.68,63.33,63.33
Nicaragua,NIC,20200324,0,,,0,,,0,,,,,,0,,,,,,0,,,1,,,,,,,0,,,,2,0,,1,,0,,0,,0,,,,2,0,10.72,10.72,12.38,12.38
Netherlands,NLD,20200324,3,1,,3,1,,2,1,,3,1,,0,,,1,1,,2,1,,3,,2,0,,0,,0,,0,,2,1,,1,,1,,0,,0,,,,4749,213,78.83,78.83,80,80
Norway,NOR,20200324,3,1,,1,1,,2,1,,4,1,No more than 5 people can gather in public. This is from Oslo city but talks about the whole country  https://web.archive.org/web/20200425122515/https://www.oslo.kommune.no/english/coronavirus/status-reports-on-coronavirus-measures/24-march-the-preventive-measures-against-the-coronavirus-continues-until-13-april,1,1,,0,,,2,1,,4,,0,,,2,,0,,0,,2,1,,1,,0,,0,,0,,,,2371,8,79.63,79.63,85.24,85.24
New Zealand,NZL,20200324,3,1,"'Schools will be closed from tomorrow [24th March] except to the children of essential services such as doctors, police, ambo drivers. This will give them time to plan'.  https://web.archive.org/web/20200402114021/https://www.newshub.co.nz/home/new-zealand/2020/03/coronavirus-new-zealand-goes-to-covid-19-alert-level-3.html  ",2,1,,2,1,,4,1,,1,1,"'From 24 March, all public transport services operating (bus, rail, ferry) are ‘fare free’. Allowing free access to public transport will protect the health and safety of frontline public transport staff by removing the need to handle cash. It also ensures free transport for essential workers requiring access to their jobs and for the general public using public transport to access essential services (e.g. for medical care).'  https://web.archive.org/web/20200402095635/https://www.nzta.govt.nz/about-us/coronavirus-disease-covid-19-services-update/  ",2,1,,2,1,,4,,,,,,,0,,0,,2,1,,1,,1,,0,,0,,,,142,0,90.74,90.74,88.81,88.81
Oman,OMN,20200324,3,1,,1,1,,2,1,,4,1,,2,1,,,,,2,1,,4,,,,,,,0,,,,2,1,,2,,2,,0,,,,,,66,0,83.6,83.6,90,90
Pakistan,PAK,20200324,3,1,,3,1,,2,1,,4,1,,2,1,,2,1,,2,0,"On 24 March, Khyber Pakhtunkhwa government declared a public holiday across the province from March 24, until March 28. Authorities have also suspended intra-district transport during this period, in addition to an earlier suspension on inter-district transport.   Source: https://web.archive.org/web/20200426193311/https://www.garda.com/crisis24/news-alerts/326226/pakistan-khyber-pakhtunkhwa-government-declares-public-holiday-from-march-24-28-update-10",4,,,,,,,7561436640,"1200 bn rs economic relief package announced - will support the poor, provide relief to vulnerable populations, cover bills of lower income groups, and support industry. In addition, 10million people impacted by coronavirus will receive Rs 12,000 ($76) per family through the Ehsaas Emergency Cash Programme. https://web.archive.org/web/20200324200841/https://www.pakistantoday.com.pk/2020/03/24/ehsaas-emergency-cash-programme-benefit-10m-corona-affectees-dr-sania/ https://web.archive.org/web/20200324200409/https://www.geo.tv/latest/278800-coronavirus-updates-march-24-latest-news-on-the-coronavirus-pandemic-from-pakistan-and-around-the-world",,,2,1,,1,,1,,0,,0,,,,887,6,94.18,94.18,93.57,93.57
Panama,PAN,20200324,3,1,,3,1,,2,1,,,,,1,1,,,,,1,1,,3,,,,,,,0,,,,2,1,,2,,1,,0,,0,,,,345,6,67.06,67.06,84.76,84.76
Peru,PER,20200324,3,1,,3,1,,2,1,,4,1,,1,1,,3,1,,2,1,,4,,1,1,,2,,0,,0,,2,1,,1,,1,,0,,0,,,,395,5,96.03,96.03,92.38,92.38
Philippines,PHL,20200324,3,1,,1,1,,2,1,,3,1,,2,1,,2,1,,2,1,,3,,,,,,,0,,,,2,1,,2,,2,,0,,0,,,,462,33,87.3,87.3,87.14,87.14
Papua New Guinea,PNG,20200324,3,1,,3,1,"Quote: ""the nationwide state of emergency that came into effect on March 24 will be extended for two months through June 1 due to the ongoing coronavirus (COVID-19) pandemic.  All non-essential workers are being asked to stay home""  Link: https://www.garda.com/crisis24/news-alerts/329111/papua-new-guinea-nationwide-state-of-emergency-due-to-covid-19-extended-through-june-1-update-3",2,1,"Prime Minister announces a two-week ""lockdown"" in which citizens must stay at home, but there is a lack of detail. See Radio NZ article quoting PM: """"Starting Tuesday 24th of March this country will come to a lockdown for a period of 14 days,"" he said.  ""This step is absolutely necessary for us to make sure that every citizen remains where they are. I do not intend to raise hype and tension and panic. It is just about you staying at home so we can take stock,"" he said.  Mr Marape said more meetings would be held today to further define the national Covid-19 response strategy before more announcements are made about expectations for public behaviour during the lockdown."" https://www.rnz.co.nz/international/pacific-news/412357/coronavirus-png-announces-lockdown-solomons-closes-border-to-non-citizens. ",2,1,,2,1,"Quote: ""Mr Marape said as part of the state of emergency all domestic flights in the country would be grounded from tomorrow and all public transportation on the country's roads are asked to cease operations.""  Link: https://www.rnz.co.nz/international/pacific-news/412357/coronavirus-png-announces-lockdown-solomons-closes-border-to-non-citizens  Lockdown extended (Link): https://www.garda.com/crisis24/news-alerts/329111/papua-new-guinea-nationwide-state-of-emergency-due-to-covid-19-extended-through-june-1-update-3 ",0,,,2,1,"PM announces ban on people moving between provinces: ""We direct that as of Tuesday 24th March 2020, no Public transportation of people and no movement from one province to another for a 14 day period. Only approved cargo and medicine and police /military personal will be moving."" Also, ""No border crossing by foot or canoe and police /army presence in border areas will be stepped up.""  And ""Following on our stop of incoming international flights, we now stopping all domestic flights for the next 14 days starting on Tuesday this week."" https://www.facebook.com/govpng/photos/a.106196221029948/106196131029957/?type=3&theater",4,,,,,,,0,,,,2,1,,0,,2,,0,,0,,,,1,0,84.92,84.92,97.14,97.14
Poland,POL,20200324,3,1,,2,1,,2,1,"Rather, all events and gatherings are now outlawed: 'Ban on all kinds of gatherings, meetings and events, except for those attended by the members of the immediate family or people living together.'  https://www.premier.gov.pl/en/news/news/prime-minister-in-the-battle-against-the-coronavirus-we-must-reduce-our-mobility-to-an.html",,,,0,,,,,,1,1,,4,,,,,,,0,,,,2,1,,1,,0,,0,,0,,,,749,8,60.05,60.05,74.52,74.52
Puerto Rico,PRI,20200324,3,1,,3,1,,2,1,,,,,2,1,,,,,2,1,,3,,0,,,2,,0,,0,,2,1,,1,,0,,0,,0,,,,,,75,75,94.29,94.29
Portugal,PRT,20200324,3,1,,1,1,,2,0,,,,,1,1,,,,,1,1,,3,,,,,,,0,,,,2,1,,1,,2,,0,,0,,,,2060,23,58.6,58.6,72.86,72.86
Paraguay,PRY,20200324,3,1,,3,1,,2,1,,4,1,,2,0,,2,1,,2,1,,4,"Between March 24 and March 28, the international frontiers and airports were closed:  http://www.migraciones.gov.py/index.php/noticias/comunicado-gobierno-nacional-establece-el-cierre-total-de-fronteras-hasta-el-sabado-28-de-marzo-de-2020   https://www.lavanguardia.com/vida/20200324/4886223327/paraguay-cierra-fronteras-por-covid-19-y-solo-permitira-ingreso-de-mercancias.html ",,,,,,0,,,,2,1,,2,,1,,1600000,Government starts the construction of two hospitals with an investment of USD 1600000 in total. https://www.presidencia.gov.py/articulo/37806-gobierno-inicia-la-construccion-de-dos-hospitales-de-contingencia-para-pacientes-con-coronavirus.html#.XopT3NNKjGI,0,,,,27,1,94.18,94.18,92.38,92.38
Palestine,PSE,20200324,3,1,,3,1,,2,1,,4,1,,2,1,,2,0,,2,1,,4,,0,,,0,,0,,0,,2,1,,,,,,,,,,,,59,0,94.18,94.18,97.14,97.14
Qatar,QAT,20200324,3,1,,2,1,,2,1,,,,,2,1,,,,,2,0,,4,,0,,,0,,0,,0,,1,1,,1,,2,,0,,0,,,,501,0,67.99,67.99,84.05,84.05
Romania,ROU,20200324,3,1,,2,1,,2,1,,4,1,,1,0,,1,1,,1,1,,4,,,,,,,0,,,,2,1,,0,,0,,0,,0,,,,576,7,80.95,80.95,79.29,79.29
Russia,RUS,20200324,3,1,,0,,,2,1,,,,,0,,,,,,2,1,"All cinemas, night-clubs and entertainment centers to close across Russia. https://www.kommersant.ru/doc/4300677",3,,,,,,,0,,,,2,1,From the 24th of March government will share daily updates on hospital preparedness to combat the virus with the public. https://www.kommersant.ru/doc/4299486,1,,2,,0,,0,,,,438,0,52.78,52.78,65.71,65.71
Rwanda,RWA,20200324,3,1,,3,1,,2,1,,4,1,,2,1,,3,1,,2,1,,4,,,,,,,0,,,,2,1,,3,,2,,0,,0,,,,36,0,100,100,97.14,97.14
Saudi Arabia,SAU,20200324,3,1,,2,1,,2,1,,3,1,,2,1,,2,1,,2,0,,4,,0,,,0,,0,,0,,2,1,,2,,1,,0,,0,,,,562,0,89.55,89.55,90,90
Sudan,SDN,20200324,3,1,,1,1,,2,1,,2,1,,0,,,,,,2,1,,4,,,,,,,0,,,,2,1,,2,,,,0,,0,,,,2,1,68.51,68.51,75.71,75.71
Singapore,SGP,20200324,0,,,0,,,2,1,,2,1,,0,,,,,,0,,,3,,0,,,0,,0,,0,"Quotation: ""To assist the Philippine Government’s efforts to fight the outbreak of the coronavirus disease (COVID-19), the Singapore Government has contributed 3,000 diagnostic tests and one polymerase chain reaction (PCR) machine for the detection of COVID-19. The offer was made in a phone call between Singapore Minister for Health Gan Kim Yong and Philippine Secretary of Health Francisco Duque III. Singapore Ambassador to the Philippines Gerard Ho handed over the supplies to Philippine Secretary of Foreign Affairs Teodoro L Locsin Jr. today at the Department of Foreign Affairs in Manila.""  Link: https://www.mfa.gov.sg/Newsroom/Press-Statements-Transcripts-and-Photos/2020/03/240320_Singapore-assistance-to-Philippines-to-fight-COVID  Note: USD Value of goods not mentioned ",2,1,,2,,2,,0,,0,,,,509,2,37.7,37.7,37.14,37.14
Sierra Leone,SLE,20200324,0,,,0,,,2,1,,3,1,,0,,,,,,0,,,3,,,,,,,0,,,,2,1,,0,,0,,0,,0,,,,,,39.68,39.68,37.14,37.14
El Salvador,SLV,20200324,3,1,,3,1,,2,1,,,,,1,1,,,,,2,1,,4,,0,,,1,,0,,0,,2,1,,1,,1,,0,,0,,,,5,0,73.81,73.81,92.38,92.38
San Marino,SMR,20200324,3,1,,1,1,,2,1,,,,,2,1,,,,,2,1,,2,,,,,,,0,,,,2,1,,2,,,,,,0,,,,187,20,66.93,66.93,84.29,84.29
Serbia,SRB,20200324,3,1,,3,1,,2,1,,4,1,,2,1,,3,1,,2,1,,4,,0,,,0,,0,,0,,2,1,,1,,2,,0,,0,,,,222,1,100,100,97.14,97.14
South Sudan,SSD,20200324,3,1,,0,,,2,1,,4,1,,0,,,1,1,"On Monday, March 23, the Sudanese government announced that it will impose a nighttime curfew nationwide starting on Tuesday, March 24, to prevent further spread of the ongoing outbreak of coronavirus disease (COVID-19). The curfew will be from 20:00 to 06:00 (local time) each night  https://www.garda.com/crisis24/news-alerts/325716/sudan-government-implements-nationwide-nighttime-curfew-march-24-due-to-covid-19-update-3",0,,,3,,,,,,,0,,,,2,1,"Quotation: Take particular precautions to prevent #COVID19 when in public spaces, including on public transport. Wash your hands often for at least 40 seconds with soap and water or an alcohol-based hand rub to protect yourself and others.    Link: https://twitter.com/WHOAFRO/status/1242420209035730946",2,,0,,0,,0,,,,,,58.6,58.6,58.57,58.57
Slovak Republic,SVK,20200324,3,1,,2,1,,2,1,,3,1,,1,1,,1,1,,1,1,,4,,,,,,,0,,,,2,1,,1,,2,,0,,0,,,,191,0,82.14,82.14,84.05,84.05
Slovenia,SVN,20200324,3,1,,3,1,,2,1,,4,1,,2,1,,1,1,,0,,,3,,,,,,,0,,,,2,1,,2,,1,,0,,0,,,,442,1,80.82,80.82,87.14,87.14
Sweden,SWE,20200324,1,1,,0,,,0,,,2,1,,0,,,0,,,0,,,3,,2,0,,0,,0,,0,,2,1,,1,,1,,0,,0,,,,2016,25,32.4,32.4,38.57,38.57
Eswatini,SWZ,20200324,3,1,,0,,,2,1,,3,1,,1,1,,0,,,1,1,,0,,,,,,,21743,Government has received E400 000 from Premier Eswatini to assist in the fight against #COVID19. The company will further distribute #COVID19 posters and fliers from Business Eswatini using their delivery trucks. https://twitter.com/EswatiniGovern1/status/1242386722601738240,,,2,1,,1,,1,,0,,,,,,4,0,56.74,56.74,61.9,61.9
Seychelles,SYC,20200324,3,1,,0,,,2,1,,,,,0,1,,,,,0,,,3,,,,,,,0,,,,2,1,,2,,2,,0,,0,,,,7,0,44.84,44.84,51.43,51.43
Syria,SYR,20200324,3,1,,3,1,"""The Prime Minister also issued another circular requiring governors to take the necessary measures to close markets and suspend all commercial, service, cultural and social activities."" https://www.sana.sy/en/?p=188609",2,1,"""The Prime Minister also issued another circular requiring governors to take the necessary measures to close markets and suspend all commercial, service, cultural and social activities."" https://www.sana.sy/en/?p=188609",3,1,,2,1,"Cabinet suspended all forms of mass public and private transportation within provinces as of 8 PM on Monday and between provinces as of 8 PM on Tuesday, with the stipulation that ministries, union, and private production establishments provide transportation for their workers https://web.archive.org/web/20200324021223/https://sana.sy/en/?p=188663  ",0,,,1,1,"In addition to the existing recommendation on voluntary isolation, there has been added an expected shutdown of inter-province public transport (Ben). https://www.sana.sy/en/?p=188689",3,,,,,,,0,,,,2,1,,0,,0,,0,,0,,,,1,0,80.16,80.16,89.52,89.52
Chad,TCD,20200324,0,,,0,,,0,,,3,1,,0,,,,,,0,,,2,,,,,0,,0,,,,2,1,,1,,0,,0,,0,,,,2,0,25.79,25.79,31.43,31.43
Thailand,THA,20200324,3,1,,3,0,,2,0,,,,,0,,,,,,1,1,,1,,,,,,,0,,,,2,1,,1,,1,,0,,0,,,,827,4,48.02,48.02,61.19,61.19
Trinidad and Tobago,TTO,20200324,3,1,,2,1,,2,1,,3,1,,0,,,0,,,0,,,4,,,,,,,0,,,,2,1,,2,,2,,0,,0,,,,51,0,62.04,62.04,65,65
Tunisia,TUN,20200324,3,1,,3,1,,2,1,,,,,2,1,,,,,2,1,,3,,,,,,,0,,,,2,1,,1,,1,,0,,0,,,,89,3,75,75,94.29,94.29
Turkey,TUR,20200324,3,1,,1,1,,2,1,,,,,1,0,All public transport vehicles will be allowed to carry only half their capacity from 24th March:   http://web.archive.org/web/20200418224105/https://www.aa.com.tr/en/latest-on-coronavirus-outbreak/turkey-limits-shopping-transportation-over-coronavirus/1776819    https://web.archive.org/web/20200406163912/https://uk.reuters.com/article/uk-health-coronavirus-turkey/turkey-steps-up-aid-to-elderly-tightens-curbs-as-virus-toll-rises-idUKKBN21B0KZ,2,1,,2,1,,3,,0,,,0,,0,,,,2,1,,2,,1,,0,"Health Minister Fahrettin Koca announced that Turkey would hire 32,000 more medical staff and stop exporting locally made face masks so its own services can use them. However, no value was given. https://web.archive.org/web/20200406163912/https://uk.reuters.com/article/uk-health-coronavirus-turkey/turkey-steps-up-aid-to-elderly-tightens-curbs-as-virus-toll-rises-idUKKBN21B0KZ",0,,,,1529,37,71.03,71.03,77.62,77.62
Tanzania,TZA,20200324,3,1,,0,,,2,0,,3,1,,0,,,0,,,0,,,2,,,,,,,0,,,,0,,,0,,1,,0,,0,,,,12,0,33.73,33.73,31.43,31.43
Uganda,UGA,20200324,3,1,,0,,,2,1,,,,,0,,"president Museveni: ""If the coronavirus crisis persists, we shall suspend public transport and promote cycling."" (https://web.archive.org/web/20200407162128/https://www.newvision.co.ug/new_vision/news/1517003/-live-museveni-deliver-4th-coronavirus-address)",,,,1,1,,3,,,,,,,0,,,,2,1,,1,travelers from UAE have to report to get tested https://twitter.com/MinofHealthUG/status/1242422522483703815 ,0,,0,,0,,,,9,0,48.81,48.81,60.95,60.95
Ukraine,UKR,20200324,3,1,,2,1,,2,1,,4,1,,2,1,,1,1,,2,1,,4,,1,0,,0,,0,,0,,2,1,,1,,2,,0,,0,,,,73,3,92.06,92.06,93.57,93.57
Uruguay,URY,20200324,3,1,,1,1,,2,1,,,,,0,,,1,1,,1,1,,4,"Borders completely closed, even for nationals, until April 13. https://web.archive.org/web/20200426191000/https://www.presidencia.gub.uy/comunicacion/comunicacionnoticias/medidas-gobierno-trabajo-emergencia-sanitaria-covid19",1,0,,2,,0,,0,,2,1,,1,,1,,,,0,,,,162,0,63.22,63.22,70.95,70.95
United States,USA,20200324,3,0,,3,0,,2,0,,2,0,,1,0,,2,0,,2,0,,3,,0,,,0,,0,,0,,2,1,,3,,1,,0,,0,,,,46442,590,64.44,64.44,68.1,68.1
Uzbekistan,UZB,20200324,3,1,,3,1,,2,1,,3,1,,2,0,,0,,,2,0,"Tashkent is closed for all types of vehicles (buses, cars, flights and the railway). The ban does not apply to transportation of people, as well as citizens with permanent registration in Tashkent at their entrance to the city. Link: https://www.kommersant.ru/doc/4299765",4,,2,0,,2,"- Deputy Minister of Housing and Public Utilities Nazirjon Nazirov said that fines and penalties for late payment of services to water and heat supply organizations, as well as wastewater treatment plants, will not be charged to support the population. De",0,,0,,2,1,,1,Uzbek scientists have developed domestic test systems for the detection of coronavirus.  Link:  https://mininnovation.uz/ru/news/1878,2,,0,,0,,,,49,0,80.56,80.56,87.62,87.62
